zipcode,school_district
50044,Twin Cedars Community School District
50046,Ballard Community School District
50047,Carlisle Community School District
50048,Adair-Casey Community School District
50049,Chariton Community School District
50050,Paton-Churdan Community School District
50051,West Marshall Community School District
50052,Wayne Community School District
50054,Colfax-Mingo Community School District
50055,Collins-Maxwell Community School District
50056,Colo-NESCO Community School District
50057,Knoxville Community School District
50058,Coon Rapids-Bayard Community School District
50060,Wayne Community School District
50061,Norwalk Community School District
50062,Melcher-Dallas Community School District
50063,Dallas Center-Grimes Community School District
50064,Greene County Community School District
50065,Central Decatur Community School District
50066,Perry Community School District
50067,Central Decatur Community School District
50068,Mormon Trail Community School District
50069,Adel-De Soto-Minburn Community School District
50070,West Central Valley Community School District
50071,Clarion-Goldfield-Dows Community School District
50072,Earlham Community School District
50073,North Polk Community School District
50074,Mount Ayr Community School District
50075,South Hamilton Community School District
50076,Exira-Elk Horn-Kimballton Community School District
50078,East Marshall Community School District
50101,Clarion-Goldfield-Dows Community School District
50102,Hubbard-Radcliffe Community School District
50103,Mormon Trail Community School District
50104,Tri-County Community School District
50105,Gilbert Community School District
50106,East Marshall Community School District
50107,Greene County Community School District
50108,Central Decatur Community School District
50109,Woodward-Granger Community School District
50110,Audubon Community School District
50111,Dallas Center-Grimes Community School District
50112,Grinnell-Newburg Community School District
50115,Guthrie Center Community School District
50116,Twin Cedars Community School District
50117,Audubon Community School District
50118,Carlisle Community School District
50119,Knoxville Community School District
50120,Marshalltown Community School District
50122,Hubbard-Radcliffe Community School District
50123,Mormon Trail Community School District
50124,Ballard Community School District
50125,Indianola Community School District
50126,Iowa Falls Community School District
50127,Colfax-Mingo Community School District
50128,Panorama Community School District
50129,Greene County Community School District
50130,South Hamilton Community School District
50131,Johnston Community School District
50132,Webster City Community School District
50133,Mount Ayr Community School District
50134,Ballard Community School District
50135,Newton Community School District
50136,Tri-County Community School District
50137,Lynnville-Sully Community School District
50138,Knoxville Community School District
50139,Southeast Warren Community School District
50140,Lamoni Community School District
50141,East Marshall Community School District
50142,East Marshall Community School District
50143,Pella Community School District
50144,Central Decatur Community School District
50145,Southeast Warren Community School District
50146,Panorama Community School District
50147,Wayne Community School District
50148,BCLUW Community School District
50149,East Union Community School District
50150,Albia Community School District
50151,Chariton Community School District
50152,United Community School District
50153,Lynnville-Sully Community School District
50154,Colo-NESCO Community School District
50155,Orient-Macksburg Community School District
50156,Madrid Community School District
50157,Brooklyn-Guernsey-Malcom Community School District
50158,Marshalltown Community School District
50160,Martensdale-St. Marys Community School District
50161,Collins-Maxwell Community School District
50162,West Marshall Community School District
50163,Melcher-Dallas Community School District
50164,West Central Valley Community School District
50165,Wayne Community School District
50166,Southeast Warren Community School District
50167,Adel-De Soto-Minburn Community School District
50168,Colfax-Mingo Community School District
50169,Southeast Polk Community School District
50170,PCM Community School District
50171,Montezuma Community School District
50173,South Tama County Community School District
50174,Murray Community School District
50201,Nevada Community School District
50206,Eldora-New Providence Community School District
50207,North Mahaska Community School District
50208,Newton Community School District
50210,Interstate 35 Community School District
50211,Norwalk Community School District
50212,Ogden Community School District
50213,Clarke Community School District
50214,Pella Community School District
50216,Panorama Community School District
50217,Paton-Churdan Community School District
50218,Winterset Community School District
50219,Pella Community School District
50220,Perry Community School District
50222,Winterset Community School District
50223,Southeast Valley Community School District
50225,Pleasantville Community School District
50226,North Polk Community School District
50227,Alden Community School District
50228,PCM Community School District
50229,Martensdale-St. Marys Community School District
50230,Hubbard-Radcliffe Community School District
50231,South Hamilton Community School District
50232,PCM Community School District
50233,West Central Valley Community School District
50234,West Marshall Community School District
50235,Greene County Community School District
50236,Roland-Story Community School District
50237,Southeast Polk Community School District
50238,Chariton Community School District
50239,West Marshall Community School District
50240,Interstate 35 Community School District
50241,Martensdale-St. Marys Community School District
50242,Lynnville-Sully Community School District
50243,North Polk Community School District
50244,North Polk Community School District
50246,South Hamilton Community School District
50247,West Marshall Community School District
50248,Roland-Story Community School District
50249,Stratford Community School District
50250,West Central Valley Community School District
50251,Lynnville-Sully Community School District
50252,Pleasantville Community School District
50254,East Union Community School District
50255,Tri-County Community School District
50256,Twin Cedars Community School District
50257,Interstate 35 Community School District
50258,BCLUW Community School District
50261,Van Meter Community School District
50262,Clarke Community School District
50263,Waukee Community School District
50264,Clarke Community School District
50265,West Des Moines Community School District
50266,Waukee Community School District
50268,Tri-County Community School District
50269,BCLUW Community School District
50271,Webster City Community School District
50272,Chariton Community School District
50273,Winterset Community School District
50274,CAM Community School District
50275,Clarke Community School District
50276,Woodward-Granger Community School District
50277,Panorama Community School District
50278,Colo-NESCO Community School District
50309,Des Moines Independent Community School District
50310,Des Moines Independent Community School District
50311,Des Moines Independent Community School District
50312,Des Moines Independent Community School District
50313,Saydel Community School District
50314,Des Moines Independent Community School District
50315,Des Moines Independent Community School District
50316,Des Moines Independent Community School District
50317,Des Moines Independent Community School District
50319,Des Moines Independent Community School District
50320,Des Moines Independent Community School District
50321,Des Moines Independent Community School District
50322,Urbandale Community School District
50323,Waukee Community School District
50324,Des Moines Independent Community School District
50325,West Des Moines Community School District
50327,Southeast Polk Community School District
50401,Mason City Community School District
50420,CAL Community School District
50421,Belmond-Klemme Community School District
50423,West Hancock Community School District
50424,North Iowa Community School District
50426,St. Ansgar Community School District
50427,West Fork Community School District
50428,Clear Lake Community School District
50430,Algona Community School District
50431,CAL Community School District
50432,Forest City Community School District
50433,West Fork Community School District
50434,Forest City Community School District
50435,Charles City Community School District
50436,Forest City Community School District
50438,Garner-Hayfield-Ventura Community School District
50439,Belmond-Klemme Community School District
50440,St. Ansgar Community School District
50441,Hampton-Dumont Community School District
